URL,domain,tld,path_rest,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,country_code,Label
krotzon.biz/pCntrlde/webscr.php?cmd_=session.start&sdr01=am9ic3RiQHQtb25saW5lLmRl,krotzon.biz,biz,pCntrlde/webscr.php?cmd_=session.start&sdr01=am9ic3RiQHQtb25saW5lLmRl,81,69,0,3.095795255,,,,,,bad
krotzon.biz/pCntrlde/webscr_prim.php?sdr01=am9ic3RiQHQtb25saW5lLmRl,krotzon.biz,biz,pCntrlde/webscr_prim.php?sdr01=am9ic3RiQHQtb25saW5lLmRl,67,55,0,3.095795255,,,,,,bad
krotzon.biz/cnViZW5zbGFkeTE5NTRAeWFob28uZGU=/DEsdR/cgib2lhTargw643m87,krotzon.biz,biz,cnViZW5zbGFkeTE5NTRAeWFob28uZGU=/DEsdR/cgib2lhTargw643m87,69,57,0,3.095795255,,,,,,bad
krotzon.biz/pCntrlde/webscr_prim.php?sdr01=a2FyaW4uaGVlcEB0LW9ubGluZS5kZQ==,krotzon.biz,biz,pCntrlde/webscr_prim.php?sdr01=a2FyaW4uaGVlcEB0LW9ubGluZS5kZQ==,75,63,0,3.095795255,,,,,,bad
paypal.com.cgi.bin.webscr.cmd.login.submit.0316498752287549887554545661212213156631301564961212544689548.bbwhotbabes.com/paypal-account.php,paypal.com.cgi.bin.webscr.cmd.login.submit.0316498752287549887554545661212213156631301564961212544689548.bbwhotbabes.com,com,paypal-account.php,139,18,0,4.576432814,,,,,,bad
krotzon.biz/a2FyaW4uaGVlcEB0LW9ubGluZS5kZQ==/DEsdR/cgiTdh5lyc4ufnrmqb,krotzon.biz,biz,a2FyaW4uaGVlcEB0LW9ubGluZS5kZQ==/DEsdR/cgiTdh5lyc4ufnrmqb,69,57,0,3.095795255,,,,,,bad
www.gorconsul.ru/plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102051/index.html,www.gorconsul.ru,ru,plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102051/index.html,77,60,0,3.202819531,,,,,,bad
tilbatreasures.com.au/logs/salako/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol/update.html,tilbatreasures.com.au,au,logs/salako/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol/update.html,117,95,0,3.594465637,,,,,,bad
tilbatreasures.com.au/logs/salako/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol/,tilbatreasures.com.au,au,logs/salako/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol/,106,84,0,3.594465637,,,,,,bad
tilbatreasures.com.au/logs/salako/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol,tilbatreasures.com.au,au,logs/salako/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol,105,83,0,3.594465637,,,,,,bad
rikhiram.in/aol.com.htm,rikhiram.in,in,aol.com.htm,23,11,0,2.845350937,5155,2009,2023,2028,IN,bad
www.fammed.org.ng/plugins/editors-xtd/editors-xtd/index/,www.fammed.org.ng,ng,plugins/editors-xtd/editors-xtd/index/,56,38,0,3.292770194,,,,,,bad
www.szokeihorgasztavak.hu/plugins/editors-xtd/index/readmore.html,www.szokeihorgasztavak.hu,hu,plugins/editors-xtd/index/readmore.html,65,39,0,3.78346519,3441,2014,,,,bad
www3-moneris.com/mention/cgi-bin/index.php,www3-moneris.com,com,mention/cgi-bin/index.php,42,25,0,3.452819531,264,2022,2022,2023,CN,bad
www.ilam-telecom.ir/public/css/d11.html,www.ilam-telecom.ir,ir,public/css/d11.html,39,19,0,3.471354487,,,,,,bad
masterpower1.h19.ru/,masterpower1.h19.ru,ru,,20,0,0,3.681880803,6858,2004,,2023,,bad
multidata1.h19.ru/home.php,multidata1.h19.ru,ru,home.php,26,8,0,3.499227547,6858,2004,,2023,,bad
rfight.pl/www.paypal.com/,rfight.pl,pl,www.paypal.com/,25,15,0,3.169925001,,,,,,bad
krotzon.biz/pCntrlde/webscr_prim.php?sdr01=aGUtcmVubmF1QHQtb25saW5lLmRl,krotzon.biz,biz,pCntrlde/webscr_prim.php?sdr01=aGUtcmVubmF1QHQtb25saW5lLmRl,71,59,0,3.095795255,,,,,,bad
kenkai.pl/paypal.php,kenkai.pl,pl,paypal.php,20,10,0,2.947702779,,,,,,bad
playnauth.com/img/apps/OnLine/,playnauth.com,com,img/apps/OnLine/,30,16,0,3.546593564,,,,,,bad
playnauth.com/img/apps/OnLine,playnauth.com,com,img/apps/OnLine,29,15,0,3.546593564,,,,,,bad
www.sav-rocade.com/pp/dk/sec/webscr.htm,www.sav-rocade.com,com,pp/dk/sec/webscr.htm,39,20,0,3.46132014,,,,,,bad
www.api-software.com/templates/rhuk_milkyway/html/21/pay_form_ec_cvv2_fichiers/pay_form_ec_cvv2.html,www.api-software.com,com,templates/rhuk_milkyway/html/21/pay_form_ec_cvv2_fichiers/pay_form_ec_cvv2.html,100,79,0,3.621928095,9800,1996,2022,2026,GB,bad
iauknahad.ir/includes/dk/,iauknahad.ir,ir,includes/dk/,25,12,0,3.022055209,,,,,,bad
albumshotz.name/match.com/match.html,albumshotz.name,name,match.com/match.html,36,20,0,3.640223929,,,,,,bad
www.segurohsbc.com.ua/br.hsbc.com.br/index.php,www.segurohsbc.com.ua,ua,br.hsbc.com.br/index.php,46,24,0,3.558518613,,,,,,bad
nvy-interiordesign.nl/gallery/match.com/myform.html,nvy-interiordesign.nl,nl,gallery/match.com/myform.html,51,29,0,3.594465637,,,,,,bad
thechapmangroup.net/wp-ins.htm,thechapmangroup.net,net,wp-ins.htm,30,10,0,3.616348566,,,,,,bad
facebook-profile.km6.net/?m=cm9kb2FlQGZhY2Vib29rLmNvbQ==&amp;amp;amp;d=YXNpZXJncF9iZG5AaG90bWFpbC5jb20=&amp;amp;amp;f=ZmFjZXBlcg==&amp;amp;amp;u=a,facebook-profile.km6.net,net,?m=cm9kb2FlQGZhY2Vib29rLmNvbQ==&amp;amp;amp;d=YXNpZXJncF9iZG5AaG90bWFpbC5jb20=&amp;amp;amp;f=ZmFjZXBlcg==&amp;amp;amp;u=a,146,121,0,3.938721876,2396,2016,2022,2023,CZ,bad
ddcjajarkot.gov.np/js/verify.htm,ddcjajarkot.gov.np,np,js/verify.htm,32,13,0,3.614369446,19559,1970,2001,,,bad
thinstrip.com/www.paypal.com/info/cgi-login/9212020291001020100300D02D002A00D02100DA0G0QFS112845QERT7/error_login.html,thinstrip.com,com,www.paypal.com/info/cgi-login/9212020291001020100300D02D002A00D02100DA0G0QFS112845QERT7/error_login.html,118,104,0,3.39274741,2213,2017,2023,2024,US,bad
ea.ce-intern.com/_la.php?&amp;nid=803784&amp;sid=218699859&amp;lid=2642119&amp;tg=www.santafetex.com/login.php,ea.ce-intern.com,com,_la.php?&amp;nid=803784&amp;sid=218699859&amp;lid=2642119&amp;tg=www.santafetex.com/login.php,110,93,0,3.327819531,6325,2006,2023,2023,DE,bad
www-vkontakte.net/,www-vkontakte.net,net,,18,0,0,3.175123135,,,,,,bad
www.dla-zaby.yoyo.pl/,www.dla-zaby.yoyo.pl,pl,,21,0,0,3.30869497,,,,,,bad
steamcommunitylog.chez.com/,steamcommunitylog.chez.com,com,,27,0,0,3.796217603,10009,1996,2022,2024,FR,bad
orxo.org/blog/Steam/,orxo.org,org,blog/Steam/,20,11,0,2.155639062,5076,2009,2022,2023,CA,bad
steamcomunity.xtgem.com/,steamcomunity.xtgem.com,com,,24,0,0,3.621175543,6092,2006,2023,2023,LT,bad
esltn.clanteam.com/,esltn.clanteam.com,com,,19,0,0,3.281036113,6389,2006,2022,2024,CA,bad
steamcommunity.pvv.pl/,steamcommunity.pvv.pl,pl,,22,0,0,3.784941827,,,,,,bad
steamappidfree.hi2.ro/,steamappidfree.hi2.ro,ro,,22,0,0,3.689703732,6525,2005,,2024,,bad
steamstorepowered.chez.com/,steamstorepowered.chez.com,com,,27,0,0,3.609496334,10009,1996,2022,2024,FR,bad
steam-valve.atw.hu/,steam-valve.atw.hu,hu,,19,0,0,3.46132014,7349,2003,,,,bad
steamcommunity.ut-21.ru/,steamcommunity.ut-21.ru,ru,,24,0,0,3.816402717,,,,,,bad
shaareitevunah.com/wsd/webscrcmd=login-run/webscrcmd=account-run=66l0411u938/update-paypal/Confirm-paypal/,shaareitevunah.com,com,wsd/webscrcmd=login-run/webscrcmd=account-run=66l0411u938/update-paypal/Confirm-paypal/,106,87,0,3.683542362,4216,2012,2022,2024,US,bad
nurgayaskrw2.krovatka.su/,nurgayaskrw2.krovatka.su,su,,25,0,0,3.605388542,6094,2006,,2023,,bad
similarvarieties.yolasite.com/,similarvarieties.yolasite.com,com,,30,0,0,3.551970548,,,,,,bad
secure.runescape.com.secure.yh-login.com/m=weblogin/loginform.html,secure.runescape.com.secure.yh-login.com,com,m=weblogin/loginform.html,66,25,0,3.778212946,,,,,,bad
seemoreitems.com/,seemoreitems.com,com,,17,0,0,2.952819531,,,,,,bad
alfatahrice.com/al_arabia/images/emails/,alfatahrice.com,com,al_arabia/images/emails/,40,24,0,3.456564762,4929,2010,2010,2024,PK,bad
prisme-topo.fr/cache/unde/,prisme-topo.fr,fr,cache/unde/,26,11,0,3.378783493,,,,,,bad
fiddle.jshell.net/viewproducts/Qmykk/1/show/light/,fiddle.jshell.net,net,viewproducts/Qmykk/1/show/light/,50,32,0,3.292770194,5062,2009,2023,2023,GB,bad
www.allaboutsoccer.org/cp_control/cp_styles/cp/Paypal-Com/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e54149e01ad0dba90ff40d7908f8df6c694149e01ad0dba90ff40d7908f8df6c69,www.allaboutsoccer.org,org,cp_control/cp_styles/cp/Paypal-Com/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e54149e01ad0dba90ff40d7908f8df6c694149e01ad0dba90ff40d7908f8df6c69,221,198,0,3.572623664,,,,,,bad
fastprint.kz/wp-content/upgrade/r.php,fastprint.kz,kz,wp-content/upgrade/r.php,37,24,0,3.418295834,2152,2017,2017,,RU,bad
saadgroup.yolasite.com/,saadgroup.yolasite.com,com,,23,0,0,3.845350937,,,,,,bad
purchasing-department.yolasite.com/,purchasing-department.yolasite.com,com,,35,0,0,4.138502179,,,,,,bad
purchasingandmarketing.yolasite.com/,purchasingandmarketing.yolasite.com,com,,36,0,0,4.114718017,,,,,,bad
hondapoughkeepsie.com/wp-content/languages/product/Email-Alibaba_shopping_page&amp;.srcproduct=93433.html,hondapoughkeepsie.com,com,wp-content/languages/product/Email-Alibaba_shopping_page&amp;.srcproduct=93433.html,105,83,0,3.748994804,,,,,,bad
hondapoughkeepsie.com/wp-content/languages/product/,hondapoughkeepsie.com,com,wp-content/languages/product/,51,29,0,3.748994804,,,,,,bad
'www.padruss.com/knology/Knology Import Export LLC - View Product Samples.htm','www.padruss.com,com,knology/Knology Import Export LLC - View Product Samples.htm',78,61,7,3.452819531,,,,,,bad
homespropertiess.com/update.html,homespropertiess.com,com,update.html,32,11,0,3.30869497,,,,,,bad
filestoreroom.com/,filestoreroom.com,com,,18,0,0,3.263933429,,,,,,bad
facebook-profile.km6.net/?m=cm9kb2FlQGZhY2Vib29rLmNvbQ==&amp;amp;d=YXNpZXJncF9iZG5AaG90bWFpbC5jb20=&amp;amp;f=ZmFjZXBlcg==&amp;amp;u=a,facebook-profile.km6.net,net,?m=cm9kb2FlQGZhY2Vib29rLmNvbQ==&amp;amp;d=YXNpZXJncF9iZG5AaG90bWFpbC5jb20=&amp;amp;f=ZmFjZXBlcg==&amp;amp;u=a,134,109,0,3.938721876,2396,2016,2022,2023,CZ,bad
miomlillings.com/chaseoim/Chase.html,miomlillings.com,com,chaseoim/Chase.html,36,19,0,2.983458593,,,,,,bad
internationalguesthouses.com/international/site/uk/index.php,internationalguesthouses.com,com,international/site/uk/index.php,60,31,0,3.743982154,,,,,,bad
preciouslordtakemyhand.com/css/site/uk/index.php,preciouslordtakemyhand.com,com,css/site/uk/index.php,48,21,0,4.056020968,7688,2002,2023,2024,IS,bad
us.battle.net.acc.yz-login.com/login/en/login.html?app=wam&amp;amp;ref=www.worldofwarcraft.com/account/&amp;amp;eor=0&amp;amp;app=bam,us.battle.net.acc.yz-login.com,com,login/en/login.html?app=wam&amp;amp;ref=www.worldofwarcraft.com/account/&amp;amp;eor=0&amp;amp;app=bam,133,102,0,3.869576746,,,,,,bad
www.teratv.org/premiadacielo/,www.teratv.org,org,premiadacielo/,29,14,0,3.039148672,874,2021,2023,2025,US,bad
www.teratv.org/premiadacielo/index.html,www.teratv.org,org,premiadacielo/index.html,39,24,0,3.039148672,874,2021,2023,2025,US,bad
tradeland.gnbo.com.ng/,tradeland.gnbo.com.ng,ng,,22,0,0,3.558518613,4432,2011,2023,2024,US,bad
www.thepavilion.ca/OLD/swf/redir/1/idx.html,www.thepavilion.ca,ca,OLD/swf/redir/1/idx.html,43,24,0,3.572431251,927,2021,2022,2024,,bad
www.pedroananias.com.br/site/jocras/84d8535384394d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/dfasse.htm?4485d8d496973b882b0ec633ea87654d4485d8d496973b882b0ec633ea87654d,www.pedroananias.com.br,br,site/jocras/84d8535384394d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/dfasse.htm?4485d8d496973b882b0ec633ea87654d4485d8d496973b882b0ec633ea87654d,184,160,0,3.642489673,,,,,,bad
jarfal.org/,jarfal.org,org,,11,0,0,2.921928095,,,,,,bad
us.battle.net.acc.yz-login.com/login/en/login.html?app=wam&amp;ref=www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam,us.battle.net.acc.yz-login.com,com,login/en/login.html?app=wam&amp;ref=www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam,121,90,0,3.869576746,,,,,,bad
beatthestreet.org.au/wp-includes/r/login.html,beatthestreet.org.au,au,wp-includes/r/login.html,45,24,0,3.221928095,,,,,,bad
www.gorconsul.ru/plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102075/index.html,www.gorconsul.ru,ru,plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102075/index.html,77,60,0,3.202819531,,,,,,bad
